Calle,Codigo,Colonia,Municipio_Delegacion,Ciudad,Estado,Latitud,Longitud,Clientes
Blvd. Harold. R. Pape,25750,Guadalupe Sect 2,Monclova,Monclova,Coahuila de Zaragoza,26.91563798,-101.4273507,888
Blvd. Harold R. Pape,25760,Carranza,Monclova,Monclova,Coahuila de Zaragoza,26.89503249,-101.4251613,868
Carretera  57,25350,Arteaga,Arteaga,Arteaga,Coahuila de Zaragoza,25.42671088,-100.8059875,854
Calle Mixcoac Esquina Tezozomo,21470,Cuauhtemoc,Tecate,Tecate,Baja California,32.5706743,-116.6117064,845
Av.Mision De Todos Los Santos,21478,El Descanso,Tecate,Tecate,Baja California,32.56696069,-116.6091447,839
Carretera Libre Mexicali -Tij Km71,21510,La Rumorosa,Tecate,Tecate,Baja California,32.52221856,-116.0641925,747
Juarez,25500,San Buenaventura,San Buenaventura,San Buenaventura,Coahuila de Zaragoza,27.05308906,-101.5494204,885
Fco. I. Madero,25500,San Buenaventura,San Buenaventura,San Buenaventura,Coahuila de Zaragoza,27.06080779,-101.548626,809
Carretera 30,25630,Pemex,Frontera,Frontera,Coahuila de Zaragoza,26.9461858,-101.4515906,981
Av. Mar Caribe Sur,21850,San Felipe,Mexicali,Mexicali,Baja California,31.02170202,-114.8443245,870
Calle Benito Juarez,21900,Tecolote Bataques,Mexicali,Mexicali,Baja California,32.56934294,-115.0000664,799
"C.Novena Y Av. Negrete, Zona Centro",22000,Tijuana Centro,Tijuana,Tijuana,Baja California,32.52723607,-117.0326689,815
Av.Niuos Heroes,22000,Zona Centro,Tijuana,Tijuana,Baja California,32.53306041,-117.0395968,702
Av. Revolucion,22000,Zona Centro,Tijuana,Tijuana,Baja California,32.53395133,-117.0365837,885
Septima,22000,Zona Centro,Tijuana,Tijuana,Baja California,32.52990565,-117.0332469,879
Av. Revolucion,22000,Zona Centro,Tijuana,Tijuana,Baja California,32.53457373,-117.0370986,737
Mutualismo,22000,Zona Centro,Tijuana,Tijuana,Baja California,32.53862665,-117.0440814,751
Av. Ocampo,22000,Zona Centro,Tijuana,Tijuana,Baja California,32.53286043,-117.0319393,728
Carretera Libre Tijuana-Ensenada,22645,Real De La Gloria,Tijuana,Tijuana,Baja California,32.43406557,-117.0196363,829
Av.Sonora,22020,Chapultepec,Tijuana,Tijuana,Baja California,32.51287709,-117.0125327,845
Corregidora,22030,Lopez Mateos,Tijuana,Tijuana,Baja California,32.49751884,-116.9905125,782
Encino,26236,Emiliano Zapata,Acuña,Acuña,Coahuila de Zaragoza,29.31211576,-100.9916269,837
Diego Rivera,26236,Emiliano Zapata,Acuña,Acuña,Coahuila de Zaragoza,29.32394791,-101.0005979,910
Paseo De La Rosita,27250,Campestre La Rosita,Torreon,Torreon,Coahuila de Zaragoza,25.52373233,-103.4156058,986
Calzada Division Del Norte Y Calle De La Herradura,27276,La Hacienda,Torreon,Torreon,Coahuila de Zaragoza,25.51811377,-103.39386,851
Tijuana - Ensenada,22035,Cañon Piedrera,Tijuana,Tijuana,Baja California,32.50729278,-117.0232346,853
San Antonio De Los Buenos,22055,Independencia,Tijuana,Tijuana,Baja California,32.52646842,-117.0490282,873
Lib. Jose De Las Fuentes,26280,Primero De Mayo,Acuña,Acuña,Coahuila de Zaragoza,29.30776709,-100.9480781,807
Hidalgo,26340,Ciudad Muzquiz,Muzquiz,Muzquiz,Coahuila de Zaragoza,27.87667,-101.51524,932
Lazaro Cardenas Esq. Cuauhtemoc,27280,Eduardo Guerra,Torreon,Torreon,Coahuila de Zaragoza,25.52805016,-103.4359141,856
Calle Del Profeta,27290,La Fuente,Torreon,Torreon,Coahuila de Zaragoza,25.51658599,-103.4163512,777
Paseo Del Tecnologico,27294,Santa Elena,Torreon,Torreon,Coahuila de Zaragoza,25.51691168,-103.3890633,933
Blvd.Diaz Ordaz,22105,La Mesa,Tijuana,Tijuana,Baja California,32.50066292,-116.9697755,729
Carretera 57,25870,Castaños,Castaños,Castaños,Coahuila de Zaragoza,26.79657,-101.42249,856
Benito Juarez,26530,Ciudad Allende,Allende,Allende,Coahuila de Zaragoza,28.35405315,-100.8551617,870
Vicente Guerrero,26530,Ciudad Allende,Allende,Allende,Coahuila de Zaragoza,28.34713611,-100.8545852,815
Mexicali,22470,Magisterial,Tijuana,Tijuana,Baja California,32.54370541,-116.9023515,889
Diamante,22880,Hidalgo,Ensenada,Ensenada,Baja California,31.85734106,-116.5927581,758
Granito,22897,Punta Banda,Ensenada,Ensenada,Baja California,31.82750479,-116.6030453,881
Gustavo Diaz Ordaz Esq. Mariano Morales,25900,Ramos Arizpe,Ramos Arizpe,Ramos Arizpe,Coahuila de Zaragoza,25.55371106,-100.9564113,887
Morelos,25900,Ramos Arizpe,Ramos Arizpe,Ramos Arizpe,Coahuila de Zaragoza,25.54592314,-100.9491188,978
La Madrid,26700,Ciudad Sabinas Centro,Sabinas,Ciudad Sabinas,Coahuila de Zaragoza,27.8530146,-101.1224945,961
Madero,26700,Ciudad Sabinas Centro,Sabinas,Ciudad Sabinas,Coahuila de Zaragoza,27.84909678,-101.1208213,803
La Madrid,26768,El Consuelo,Sabinas,Ciudad Sabinas,Coahuila de Zaragoza,27.83978585,-101.1115082,995
I. Zaragoza,26788,Del Valle,Sabinas,Ciudad Sabinas,Coahuila de Zaragoza,27.85977316,-101.1317881,825
Av.Evangelina Elizondo,22526,Miramar,Tijuana,Tijuana,Baja California,32.51626172,-117.0839356,764
Km.44 Carretera Libre Tij-Ens,22710,Ciudad Popotla,Playas De Rosarito,Playas De Rosarito,Baja California,32.24655632,-116.936686,842
Av. Morelos,22760,El Sauzal,Ensenada,Ensenada,Baja California,31.89553128,-116.6981797,891
Carretera Federal Tijuana-Ensenada,22765,La Mision,Ensenada,Ensenada,Baja California,32.09352763,-116.8530439,720
Reforma Lov,26850,Comercial,San Juan De Sabinas,Nueva Rosita,Coahuila de Zaragoza,27.93916487,-101.2289487,806
Amiens,22205,Villa Fontana I,Tijuana,Tijuana,Baja California,32.50432132,-116.8573812,714
Av. Bustamante,26030,Bravo,Piedras Negras,Piedras Negras,Coahuila de Zaragoza,28.68314157,-100.525784,799
Manuel J. Clouthier,22210,El Lago,Tijuana,Tijuana,Baja California,32.49492013,-116.923765,756
Paseo Del Lago,22210,El Lago,Tijuana,Tijuana,Baja California,32.50798255,-116.9259086,854
Libramiento Sur,22604,Pedregal De Santa Julia,Tijuana,Tijuana,Baja California,32.49374214,-117.0511234,685
Av.Mexico,22606,El Jibarito,Tijuana,Tijuana,Baja California,32.48135048,-117.0748767,841
Martires De Chicago,22624,Obrera,Tijuana,Tijuana,Baja California,32.4992407,-117.0372249,795
Blvd. Fausto Z. Mtz.,26050,Ugarte,Piedras Negras,Piedras Negras,Coahuila de Zaragoza,28.68045974,-100.5288057,840
Libramiento Manuel Perez Trevinio,26069,Suterm,Piedras Negras,Piedras Negras,Coahuila de Zaragoza,28.70286627,-100.5453956,855
Carretera A Guerrero,26090,San Joaquin,Piedras Negras,Piedras Negras,Coahuila de Zaragoza,28.64290722,-100.5536618,783
Blvd. Casa Blanca,22225,Imaq Tijuana,Tijuana,Tijuana,Baja California,32.50182453,-116.8980846,822
Ruta Matamoros,22234,Mariano Matamoros Centro,Tijuana,Tijuana,Baja California,32.48611539,-116.8808988,845
Blvd.Real De Baja California,22236,Ejido Francisco Villa 2Da Secc,Tijuana,Tijuana,Baja California,32.48678304,-116.8467601,693
Las Fuentes De Tecate,22245,Las Fuentes,Tijuana,Tijuana,Baja California,32.47029095,-116.8445516,730
Av. Casa Blanca,22246,Terrazas Del Valle,Tijuana,Tijuana,Baja California,32.48786136,-116.8404207,812
Av.Ma Morelos Y Pavon,22785,Chapultepec,Ensenada,Ensenada,Baja California,31.7826464,-116.6045637,773
Av. Balboa Esq. Calle Tercera,22800,Ensenada Centro,Ensenada,Ensenada,Baja California,31.85789784,-116.6062794,885
Av. Lopez Mateos,22800,Ensenada Centro,Ensenada,Ensenada,Baja California,31.86212114,-116.6253288,685
Blvd Gustavo Diaz Ordaz,22115,Las Huertas 3Ra Secc,Tijuana,Tijuana,Baja California,32.48863586,-116.9504935,890
Avenida Aquiles Serdan,22400,Libertad,Tijuana,Tijuana,Baja California,32.53949014,-117.0190171,723
Via De La Juventud,22400,Libertad,Tijuana,Tijuana,Baja California,32.54587479,-116.9728952,859
Via Rapida Oriente,22415,Chamizal,Tijuana,Tijuana,Baja California,32.51710969,-116.9809523,899
Paseo De La Nogalera,27420,La Union,Torreon,Torreon,Coahuila de Zaragoza,25.60887376,-103.3995057,893
Boulevard  Torreon-Matamoros,27440,Matamoros De La Laguna Centro,Matamoros,Matamoros,Coahuila de Zaragoza,25.53509401,-103.2527102,871
Av. Reforma,22116,Urias,Tijuana,Tijuana,Baja California,32.47737607,-116.9456075,704
Paseo Alicate,22117,Santa Fe,Tijuana,Tijuana,Baja California,32.43330189,-117.0324633,875
Veterinarios,22427,Otay Universidad,Tijuana,Tijuana,Baja California,32.52325166,-116.972274,795
Alfonso Vidal,22435,Nueva Tijuana,Tijuana,Tijuana,Baja California,32.54932309,-116.9246367,723
"Blvd. Bellas Artes, Cd. Industrial Mesa De Otay",22444,Ciudad Industrial,Tijuana,Tijuana,Baja California,32.53681559,-116.9036133,702
Av. Sinaloa,22455,Campestre Murua,Tijuana,Tijuana,Baja California,32.52317694,-116.931241,780
Calzada Tecnologico,22457,Otay Constituyentes,Tijuana,Tijuana,Baja California,32.53329004,-116.9518846,774
Autopista Torreon San Pedro Km 17,27450,El Coyote,Matamoros,Matamoros,Coahuila de Zaragoza,25.69306,-103.33194,959
Lic. Manuel Gomez Morin,21135,Los Olivos,Mexicali,Mexicali,Baja California,32.64627384,-115.5343186,836
Calle Empalme Y Ave. Divisadores,21137,Real Del Rio Residencial,Mexicali,Mexicali,Baja California,32.64877572,-115.5369771,707
Cataviña,22124,Presa Rodriguez,Tijuana,Tijuana,Baja California,32.42115217,-116.7616633,772
Av. Abasolo Esq Ramon Corona,27000,Torreon Centro,Torreon,Torreon,Coahuila de Zaragoza,25.54239444,-103.4539077,944
Av. Morelos,27000,Torreon Centro,Torreon,Torreon,Coahuila de Zaragoza,25.53964446,-103.4581776,806
Boulevard Independencia Oriente,27000,Torreon Centro,Torreon,Torreon,Coahuila de Zaragoza,25.55367407,-103.4413923,882
Av. Juarez Esq. Calle La Opinion,27000,Torreon Centro,Torreon,Torreon,Coahuila de Zaragoza,25.53798265,-103.4260172,814
Antigua Carretera A  San Pedro,27019,Ciudad Industrial,Torreon,Torreon,Coahuila de Zaragoza,25.59763841,-103.3814062,961
Roberto De La Madrid,22170,San Luis,Tijuana,Tijuana,Baja California,32.43150399,-116.9540387,834
Del Granado,22170,Valle Dorado,Tijuana,Tijuana,Baja California,32.4088457,-116.9625948,701
Calle Del Granado,22170,Valle Dorado,Tijuana,Tijuana,Baja California,32.40577441,-116.9709689,822
Blvd Reforma,22180,Reforma,Tijuana,Tijuana,Baja California,32.47147588,-116.9494388,899
Gral. Rodolfo Sanchez Taboada,22185,Sanchez Taboada,Tijuana,Tijuana,Baja California,32.46357347,-116.9734156,784
Blvd. Teran Teran,22200,Jardin Dorado,Tijuana,Tijuana,Baja California,32.51511792,-116.8884137,813
Av. Nva. California,27089,Nueva California,Torreon,Torreon,Coahuila de Zaragoza,25.54174018,-103.3957266,891
Carretera Libre Tijuana-Ensenada,22640,La Joya La Mesa,Tijuana,Tijuana,Baja California,32.44235409,-117.0136731,777
Pilares,25240,Santiago,Saltillo,Saltillo,Coahuila de Zaragoza,25.45452972,-100.9861697,848
San Juan De Rayas,25256,Real De Peña,Saltillo,Saltillo,Coahuila de Zaragoza,25.46736873,-100.970269,850
Pedro Figueroa,25256,Real De Peña,Saltillo,Saltillo,Coahuila de Zaragoza,25.46890072,-100.9721942,968
Blvd Lazaro Cardenas,21370,Carvajal,Mexicali,Mexicali,Baja California,32.62463085,-115.4293041,855
Calle Novena,21376,Plutarco Elias Calles,Mexicali,Mexicali,Baja California,32.62748419,-115.3878879,733
Carretera Islas Agrarias,21600,Islas Agrarias A,Mexicali,Mexicali,Baja California,32.61397694,-115.3289872,874
Blvd Benito Juyarez,25720,Regina,Monclova,Monclova,Coahuila de Zaragoza,26.91778732,-101.4305837,788
Zacatecas,25720,Regina,Monclova,Monclova,Coahuila de Zaragoza,26.92472292,-101.4285833,784
2 De Abril,25730,El Pueblo,Monclova,Monclova,Coahuila de Zaragoza,26.91295343,-101.416952,816
Car Los Gonzalez,25296,La Florida,Saltillo,Saltillo,Coahuila de Zaragoza,25.44308082,-100.9587125,987
Manzana 1,25296,Nueva Aurora,Saltillo,Saltillo,Coahuila de Zaragoza,25.473694,-100.965305,987
Carretera Mexicali - San Felipe,21387,Porticos Del Valle,Mexicali,Mexicali,Baja California,32.59604949,-115.4326256,839
Av. Independencia,20030,El Sol,Aguascalientes,Aguascalientes,Aguascalientes,21.89331138,-102.2953632,1365
Calz. Plaza Espana Entre Av. Monte Blanco Y Av. Ca,21395,Hacienda Del Sol,Mexicali,Mexicali,Baja California,32.61680249,-115.3747002,871
Siqueiros Esquina,21395,Hacienda Del Sol,Mexicali,Mexicali,Baja California,32.62049036,-115.4109242,733
Blvd.Fundadores,22626,El Rubi,Tijuana,Tijuana,Baja California,32.4794501,-117.0365949,697
Blvd. A Zacatecas,20116,Trojes De Alonso,Aguascalientes,Aguascalientes,Aguascalientes,21.91514,-102.2925798,1392
Molino,20118,Misiones Del Campanario,Aguascalientes,Aguascalientes,Aguascalientes,21.93460906,-102.3108418,1460
Blvd. Aguascalientes Ote.,20196,Ojocaliente Ii,Aguascalientes,Aguascalientes,Aguascalientes,21.87477861,-102.25536,1320
Ignacio T. Chavez,20220,Las Flores,Aguascalientes,Aguascalientes,Aguascalientes,21.87393501,-102.300768,1482
Francisco Gonzalez Bocanegra,20250,Heroes De Aguascalientes,Aguascalientes,Aguascalientes,Aguascalientes,21.88371516,-102.2727215,1344
Av. Lopez Mateos Ote.,20255,Los Volcanes Infonavit,Aguascalientes,Aguascalientes,Aguascalientes,21.87821262,-102.2713203,1392
Av. De La Convencion Sur,20267,Jardines De La Convencion,Aguascalientes,Aguascalientes,Aguascalientes,21.86801985,-102.276519,1354
Av. Republica,24050,Santa Ana,Campeche,Campeche,Campeche,19.84080694,-90.53426391,3024
Carretera Los Gonzalez,25204,Los Gonzalez,Saltillo,Saltillo,Coahuila de Zaragoza,25.47183613,-100.9483161,818
Blvd Isidro Lopez Z,25210,Las Brisas,Saltillo,Saltillo,Coahuila de Zaragoza,25.48075307,-100.9832722,970
Prol Otilo Glz,25210,Los Nogales,Saltillo,Saltillo,Coahuila de Zaragoza,25.40247437,-100.9713124,977
Av. Aguascalientes  Sur,20278,Jardines De Las Fuentes,Aguascalientes,Aguascalientes,Aguascalientes,21.85891207,-102.2899784,1372
Jose Ma. Chavez,20280,Central De Abasto,Aguascalientes,Aguascalientes,Aguascalientes,21.83479205,-102.2894082,1353
Crretera Panamericana Sur,20342,San Francisco Del Arenal,Aguascalientes,Aguascalientes,Aguascalientes,21.81735064,-102.2868457,1429
Carretera Panamericana,20348,San Antonio De Peñuelas,Aguascalientes,Aguascalientes,Aguascalientes,21.68876897,-102.2855418,1396
Blvd. Alejandro De La Cruz Saucedo,20900,Valladolid,Jesus Maria,Jesus Maria,Aguascalientes,21.98555493,-102.3356259,1509
Carretera 45 A Zacatecas,20903,Las Margaritas,Jesus Maria,Jesus Maria,Aguascalientes,22.02624466,-102.2825952,1489
Carr. Panamericana,20290,Ciudad Industrial,Aguascalientes,Aguascalientes,Aguascalientes,21.80155008,-102.2840842,1466
Blvd Jose Maria Escriva De Balaguer,20296,Rusticos Calpulli,Aguascalientes,Aguascalientes,Aguascalientes,21.82309622,-102.2746728,1445
Guacali Esq. Borrados,25084,Valle De San Lorenzo,Saltillo,Saltillo,Coahuila de Zaragoza,25.36189383,-101.0116126,879
Blvd Luis E Alvarez,25090,Lomas De Lourdes,Saltillo,Saltillo,Coahuila de Zaragoza,25.38850999,-100.9896725,818
Prol Otilio Gonzalez,25095,Pueblo Universidad,Saltillo,Saltillo,Coahuila de Zaragoza,25.4052882,-100.9752282,887
Benito Juarez,20300,San Francisco De Los Romos Centro,San Francisco De Los Romo,San Francisco De Los Romo,Aguascalientes,22.07677265,-102.2728358,1396
Avenida Mecanicos,21010,Industrial,Mexicali,Mexicali,Baja California,32.65136253,-115.4674873,853
Paseo San Marcos Y Av Ocotlan,21050,Jardines De San Marcos,Mexicali,Mexicali,Baja California,32.63322019,-115.4941056,777
Calzada Independencia,21060,Anahuac,Mexicali,Mexicali,Baja California,32.63912654,-115.4721371,896
Av Zuazua,21100,Primera Seccion,Mexicali,Mexicali,Baja California,32.65883626,-115.4860529,847
Candelaria Manzana 30 Lote 13,24150,Belisario Dominguez,Carmen,Ciudad Del Carmen,Campeche,18.64941954,-91.78932109,2933
Calle Juarez Esq Justo Sierra,24166,Justo Sierra,Carmen,Ciudad Del Carmen,Campeche,18.64899524,-91.82218651,3017
Av Puerto De Campeche Esq Chichonal,24170,Aviacion,Carmen,Ciudad Del Carmen,Campeche,18.64676632,-91.78429264,3006
10,24000,Ciudad Amurallada Centro,Campeche,Campeche,Campeche,19.84506877,-90.53755205,3109
Michoacan Y Bahia Lucerna,21137,Lucerna,Mexicali,Mexicali,Baja California,32.6563295,-115.5223867,812
Avenida Sonora,21140,Esperanza,Mexicali,Mexicali,Baja California,32.64418035,-115.4864108,799
Blvd Adolfo Lopez Mateos,21150,Bellavista,Mexicali,Mexicali,Baja California,32.65706446,-115.4794921,762
Juan De Palafox,21190,Granja Los Virreyes,Mexicali,Mexicali,Baja California,32.62190491,-115.5251886,873
Calz. Justo Sierra Y Calz. De Las Americas,21200,Cuauhtemoc Norte,Mexicali,Mexicali,Baja California,32.66253404,-115.4520032,844
Pte Cardenas,25000,Saltillo Centro,Saltillo,Saltillo,Coahuila de Zaragoza,25.42499916,-100.9846307,897
Mariano Matamoros,25000,Saltillo Centro,Saltillo,Saltillo,Coahuila de Zaragoza,25.41743621,-100.99531,990
Ignacio Allende,25000,Saltillo Centro,Saltillo,Saltillo,Coahuila de Zaragoza,25.42345211,-101.0009253,784
Matamoros Esq Con Pedro Aguero,25000,Saltillo Centro,Saltillo,Saltillo,Coahuila de Zaragoza,25.4265612,-100.9900159,940
Aldama,25000,Saltillo Centro,Saltillo,Saltillo,Coahuila de Zaragoza,25.42719736,-101.0085772,845
Blvd. Morelos,25017,Morelos,Saltillo,Saltillo,Coahuila de Zaragoza,25.40850205,-100.943893,940
Blvd. Mirasierra Esq. Calle 2,25017,Morelos,Saltillo,Saltillo,Coahuila de Zaragoza,25.43218136,-100.9252926,883
Humbolt,25020,Urdiñola,Saltillo,Saltillo,Coahuila de Zaragoza,25.41650342,-100.9869972,900
Calle Novena,21255,Monte Carlos,Mexicali,Mexicali,Baja California,32.64222051,-115.3837455,849
Avenida Eucalipto,21255,Monte Carlos,Mexicali,Mexicali,Baja California,32.64251619,-115.3897459,689
Morelos,28000,Colima Centro,Colima,Colima,Colima,19.24176104,-103.7282657,1411
Blvd. Camino Real,28019,El Porvenir,Colima,Colima,Colima,19.25414927,-103.695744,1250
"Aquiles Serdan No. 501 Col. La Armonia, Col.",28020,La Armonia,Colima,Colima,Colima,19.25454396,-103.7251367,1235
Avenida 5 De Mayo,23030,Francisco Villa,La Paz,La Paz,Baja California Sur,24.14150863,-110.2830449,701
Salinas Leal,23040,La Rinconada Del Cerro Atravesado,La Paz,La Paz,Baja California Sur,24.13695753,-110.2977059,792
Blvd Siglo Xxi,20126,Villa De Nuestra Señora De La Asuncion,Aguascalientes,Aguascalientes,Aguascalientes,21.92770099,-102.267385,1443
Av. Universidad,20129,Lomas Del Campestre,Aguascalientes,Aguascalientes,Aguascalientes,21.92639997,-102.3183561,1530
Carr Panamericana Salida A Mexico,20130,San Jose Del Arenal,Aguascalientes,Aguascalientes,Aguascalientes,21.82420672,-102.2874915,1501
Av. Universidad,20130,Unidad Ganadera,Aguascalientes,Aguascalientes,Aguascalientes,21.90764723,-102.3101632,1385
Av. Aguascalientes Norte,20138,Pulgas Pandas Country Club,Aguascalientes,Aguascalientes,Aguascalientes,21.91608673,-102.2984555,1498
Calzada De Los Monarcas,21354,Villa Del Rey Primera Etapa,Mexicali,Mexicali,Baja California,32.59144745,-115.4814985,752
Avenida Nijar,21354,Villa Del Rey Primera Etapa,Mexicali,Mexicali,Baja California,32.59513405,-115.4826137,852
Anahuac,21354,Villa Del Rey Primera Etapa,Mexicali,Mexicali,Baja California,32.60743726,-115.4790945,819
Calzada De Los Monarcas,21354,Villa Del Rey Segunda Etapa,Mexicali,Mexicali,Baja California,32.6008883,-115.4833199,744
Puente De La Reina Esq. Dren Agricola,21355,Villa Del Rey Quinta Etapa,Mexicali,Mexicali,Baja California,32.58959925,-115.4707763,897
Blvd. Margarita Maza De Juarez,23050,Benito Juarez Oriente,La Paz,La Paz,Baja California Sur,24.13544272,-110.2897092,741
5 De Mayo,20000,Aguascalientes Centro,Aguascalientes,Aguascalientes,Aguascalientes,21.88422385,-102.2980176,1517
Juan De Montoro,20000,Aguascalientes Centro,Aguascalientes,Aguascalientes,Aguascalientes,21.8803887,-102.2953282,1517
Moctezuma,20000,Aguascalientes Centro,Aguascalientes,Aguascalientes,Aguascalientes,21.88112461,-102.2967034,1319
Blvd 5 De Febrero,23060,Pueblo Nuevo,La Paz,La Paz,Baja California Sur,24.15111504,-110.3263518,866
Calzada Del Marquez Esq. 16 De Septiembre,27980,Estrella,Parras,Parras,Coahuila de Zaragoza,25.44732593,-102.1721306,862
Carretera General Cepeda,27980,Parras De La Fuente Centro,Parras,Parras,Coahuila de Zaragoza,25.43871642,-102.1652638,911
Osa Menor,4230,Prado Churubusco,Coyoacan,Ciudad De Mexico,Ciudad de México,19.35338008,-99.12925483,1847
Calle Coras,4300,Ajusco,Coyoacan,Ciudad De Mexico,Ciudad de México,19.31630855,-99.15998786,1942
Av. Paseo Del Real Esq Calle Mina De Las Cruces,31137,Villa Del Real,Chihuahua,Chihuahua,Chihuahua,28.7366751,-106.1230582,1368
Paseos  Del Real Y Mohinora,31137,Villa Del Real,Chihuahua,Chihuahua,Chihuahua,28.74025425,-106.124634,1214
Av. Monte Alban Y Vialidad Sacramento,31146,Quintas Carolinas Ii,Chihuahua,Chihuahua,Chihuahua,28.71319927,-106.0856779,1428
Ejido Culhuacan,4420,San Francisco Culhuacan,Coyoacan,Ciudad De Mexico,Ciudad de México,19.33115034,-99.12874659,1885
Av. Santa Ana,4420,San Francisco Culhuacan,Coyoacan,Ciudad De Mexico,Ciudad de México,19.32928294,-99.12169796,1806
Av. Division Del Norte,4610,Xotepingo,Coyoacan,Ciudad De Mexico,Ciudad de México,19.32421349,-99.13933231,1860
Cafetales  De Amatenango Esq. Paseos De La  Univ.,31125,Paseos De Chihuahua,Chihuahua,Chihuahua,Chihuahua,28.72188654,-106.1481882,1225
Av. Gomez Morin Y Calle Abasolo,31350,Obrera,Chihuahua,Chihuahua,Chihuahua,28.64194669,-106.068115,1271
Av. Elias Zamora Verduzco,28219,Villa Mar,Manzanillo,Manzanillo,Colima,19.11060165,-104.3163875,1259
Av. Haciendas Del Real Y Hacienda Isabella,31215,Haciendas I,Chihuahua,Chihuahua,Chihuahua,28.59042896,-106.1530865,1373
Av. De La Juventud Esq Calle Hacienda De Los Moral,31217,Haciendas Del Valle I,Chihuahua,Chihuahua,Chihuahua,28.63716984,-106.1223205,1301
Blvd. Miguel De La Madrid,28800,El Colomo,Manzanillo,Manzanillo,Colima,19.06105454,-104.2898936,1271
Juan N. Medina,32060,Chaveña,Juarez,Ciudad Juarez,Chihuahua,31.72401,-106.48138,1381
Carretera Manzanillo-Minatitlan,28239,Tepeixtles,Manzanillo,Manzanillo,Colima,19.08196418,-104.2848915,1415
Av. Libramiento Regional,32425,Fidel Velazquez,Juarez,Ciudad Juarez,Chihuahua,31.74099085,-106.4017236,1221
Periferico Fco. R. Almada Esq Calle Zoologia,31453,Zootecnia,Chihuahua,Chihuahua,Chihuahua,28.58433496,-106.1021655,1387
80A Y Coronado,31460,Cerro De La Cruz,Chihuahua,Chihuahua,Chihuahua,28.60518094,-106.0954416,1264
20 De Noviembre,31460,Cerro De La Cruz,Chihuahua,Chihuahua,Chihuahua,28.61110539,-106.0826334,1321
Francisco I. Madero,31700,Nuevo Casas Grandes Centro,Nuevo Casas Grandes,Nuevo Casas Grandes,Chihuahua,30.41832601,-107.9092117,1416
Turquia,32250,San Antonio,Juarez,Ciudad Juarez,Chihuahua,31.7163415,-106.4716977,1273
Blvd. Gomez Morin,32563,El Pensamiento,Juarez,Ciudad Juarez,Chihuahua,31.65880628,-106.3621849,1367
Santiago Blancas,32575,Horizontes Del Sur,Juarez,Ciudad Juarez,Chihuahua,31.62077997,-106.3658359,1288
Mutualismo,32575,Municipio Libre,Juarez,Ciudad Juarez,Chihuahua,31.6019513,-106.3867978,1330
C. 40 Y C. Urique,31520,Lerdo,Cuauhtemoc,Ciudad Cuauhtemoc,Chihuahua,28.39676806,-106.8805108,1257
Km 13 Carret. Cuauhtemoc - La Junta,31540,Benito Juarez,Cuauhtemoc,Ciudad Cuauhtemoc,Chihuahua,28.39589034,-106.9621693,1363
Libramiento Poniente,29140,Ocozocoautla De Espinosa,Ocozocoautla De Espinosa,Ocozocoautla De Espinosa,Chiapas,16.75561,-93.38063,4430
Mexicanidad Chiapaneca,29160,Chiapa De Corzo,Chiapa De Corzo,Chiapa De Corzo,Chiapas,16.70753,-93.016348,4472
20 De Noviembre,29200,San Cristobal De Las Casas Centro,San Cristobal De Las Casas,San Cristobal De Las Casas,Chiapas,16.74011502,-92.63759539,4366
Blvd. Oscar Flores,32528,Partido Iglesias,Juarez,Ciudad Juarez,Chihuahua,31.71804738,-106.4624204,1411
Blvd Angel Albino Corzo,29040,Santos,Tuxtla Gutierrez,Tuxtla Gutierrez,Chiapas,16.75038149,-93.09619527,4483
Diagonal Ramon Larrainzar,29240,San Ramon,San Cristobal De Las Casas,San Cristobal De Las Casas,Chiapas,16.73814058,-92.64957643,4434
Avenida Insurgentes,29250,Santa Lucia,San Cristobal De Las Casas,San Cristobal De Las Casas,Chiapas,16.73010938,-92.63662079,4415
Calzada Mexico,29250,Santa Lucia,San Cristobal De Las Casas,San Cristobal De Las Casas,Chiapas,16.7318646,-92.65355647,4404
Carret. Chihuahua -Cd Cuauhtemoc (Km 14 + 500),31625,Labor De Terrazas O Portillo,Chihuahua,Chihuahua,Chihuahua,28.53956678,-106.167796,1272
2Da Calle Ote Nte,29050,Teran,Tuxtla Gutierrez,Tuxtla Gutierrez,Chiapas,16.75516907,-93.16261751,4453
Carretera Internacional,29299,Corral De Piedra,San Cristobal De Las Casas,San Cristobal De Las Casas,Chiapas,16.71343803,-92.6182712,4313
"Enrique Corona Morfin No. 710-A Col. Las Aguilas, Villa De Alvarez, Co",28979,Las Aguilas,Villa De Alvarez,Villa De Alvarez,Colima,19.28050545,-103.7423641,1371
Blvd Belisario Dominguez Esq. 18 Pte Sur S/N,29067,Xamaipak,Tuxtla Gutierrez,Tuxtla Gutierrez,Chiapas,16.75407451,-93.13312777,4355
Calzada Al Sumidero,29010,Albania Baja,Tuxtla Gutierrez,Tuxtla Gutierrez,Chiapas,16.77490695,-93.10161801,4401
Solar Ejidal 10,29096,Azteca,Tuxtla Gutierrez,Tuxtla Gutierrez,Chiapas,16.73562476,-93.05955895,4382
Simona Barba,32350,Los Nogales,Juarez,Ciudad Juarez,Chihuahua,31.72149952,-106.4428688,1406
Av. De La Raza,32350,Nogales,Juarez,Ciudad Juarez,Chihuahua,31.72994887,-106.4461261,1377
