Cliente,Avg Vigencia,#Recargas,$Recargas,Avg_Recargas,10,20,30,50,100,150,200,300,500,1000,sum_WA,sum_IG,sum_Otros,sum_SP,sum_FB,sum_TW,sum_MS,avg_WA,avg_IG,avg_Otros,avg_SP,avg_FB,avg_TW,avg_MS
AT00268,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,162270.56,0,0,0,0,0,0,162270.56,0
AT00269,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,203310.97,0,0,0,0,0,0,203310.97
AT00270,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,201510.84,0,0,0,0,0,0,201510.84
AT00272,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,3900390.87,0,0,0,0,0,0,3900390.87,0,0,0,0,0,0
AT00275,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3102960.64,0,0,0,0,0,0,3102960.64,0,0
AT00277,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,157500.15,0,0,0,0,0,0,157500.15,0
AT00280,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,180331.06,0,0,0,0,0,0,180331.06,0
AT00281,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,2199750.71,0,0,0,0,0,0,2199750.71,0,0,0
AT00282,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,2921100.84,0,0,0,0,0,0,2921100.84,0,0,0,0,0
AT00286,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,2908410.02,0,0,0,0,0,0,2908410.02,0,0,0,0,0
AT00289,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,3504751.08,0,0,0,0,0,0,3504751.08,0,0,0,0
AT00292,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,3506190.87,0,0,0,0,0,0,3506190.87,0,0,0,0
AT00294,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,2199960.9,0,0,0,0,0,0,2199960.9,0,0,0
AT00296,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3115920.17,0,0,0,0,0,0,3115920.17,0,0
AT00300,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,207181.05,0,0,0,0,0,0,207181.05
AT00304,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,200370.89,0,0,0,0,0,0,200370.89
AT00310,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,201750.03,0,0,0,0,0,0,201750.03
AT00312,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,207870.3,0,0,0,0,0,0,207870.3
AT00313,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,3507810.69,0,0,0,0,0,0,3507810.69,0,0,0,0
AT00314,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,2918640.79,0,0,0,0,0,0,2918640.79,0,0,0,0,0
AT00318,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,2925210.98,0,0,0,0,0,0,2925210.98,0,0,0,0,0
AT00321,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,2902680.37,0,0,0,0,0,0,2902680.37,0,0,0,0,0
AT00322,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,2196000.58,0,0,0,0,0,0,2196000.58,0,0,0
AT00334,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,201150.87,0,0,0,0,0,0,201150.87
AT00346,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,207661.05,0,0,0,0,0,0,207661.05
AT00348,30,2,2000,1000,0,0,0,0,0,0,0,0,0,2,0,2911680.77,0,0,3135421.05,0,0,0,2911680.77,0,0,3135421.05,0,0
AT00354,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,2924940.78,0,0,0,0,0,0,2924940.78,0,0,0,0,0
AT00357,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,200640.55,0,0,0,0,0,0,200640.55
AT00376,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,3900690.74,0,0,0,0,0,0,3900690.74,0,0,0,0,0,0
AT00378,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,3506190.86,0,0,0,0,0,0,3506190.86,0,0,0,0
AT00384,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,196680.91,0,0,0,0,0,0,196680.91,0
AT00388,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,3503220.43,0,0,0,0,0,0,3503220.43,0,0,0,0
AT00393,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,3509430.27,0,0,0,0,0,0,3509430.27,0,0,0,0
AT00394,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3109981,0,0,0,0,0,0,3109981,0,0
AT00399,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,2922060.21,0,0,0,0,0,0,2922060.21,0,0,0,0,0
AT00405,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,3502740.09,0,0,0,0,0,0,3502740.09,0,0,0,0
AT00407,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,167730.18,0,0,0,0,0,0,167730.18,0
AT00409,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3102391.09,0,0,0,0,0,0,3102391.09,0,0
AT00412,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,2197590.98,0,0,0,0,0,0,2197590.98,0,0,0
AT00436,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,2900280.95,0,0,0,0,0,0,2900280.95,0,0,0,0,0
AT00441,30,2,2000,1000,0,0,0,0,0,0,0,0,0,2,3900480.98,2922570.44,0,0,0,0,0,3900480.98,2922570.44,0,0,0,0,0
AT00444,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,2198550.08,0,0,0,0,0,0,2198550.08,0,0,0
AT00447,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,201840.37,0,0,0,0,0,0,201840.37
AT00459,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,176250.86,0,0,0,0,0,0,176250.86,0
AT00462,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,2906490.7,0,0,0,0,0,0,2906490.7,0,0,0,0,0
AT00463,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,2194890.21,0,0,0,0,0,0,2194890.21,0,0,0
AT00471,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,200370.53,0,0,0,0,0,0,200370.53
AT00473,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,2197470.71,0,0,0,0,0,0,2197470.71,0,0,0
AT00481,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,205501.07,0,0,0,0,0,0,205501.07
AT00488,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,207480.91,0,0,0,0,0,0,207480.91
AT00490,30,2,2000,1000,0,0,0,0,0,0,0,0,0,2,0,0,3505710.85,0,3108660.46,0,0,0,0,3505710.85,0,3108660.46,0,0
AT00491,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3127260.02,0,0,0,0,0,0,3127260.02,0,0
AT00492,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,201330.94,0,0,0,0,0,0,201330.94
AT00496,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,3900541.07,0,0,0,0,0,0,3900541.07,0,0,0,0,0,0
AT00497,30,1,1000,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,163711.02,0,0,0,0,0,0,163711.02,0
AU00005,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,2997201.09,0,0,0,0,0,0,2997201.09,0,0,0,0
AU00009,25,2,300,150,0,0,0,0,0,2,0,0,0,0,0,172450.63,0,138550.57,0,0,0,0,172450.63,0,138550.57,0,0,0
AU00010,13,2,170,85,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6880.97,257675.52,0,0,0,0,0,6880.97,257675.52
AU00011,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,173635.57,0,0,0,0,0,0,173635.57,0,0
AU00013,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,173625.33,0,0,0,0,0,0,173625.33,0,0,0,0,0
AU00015,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,167750,0,0,0,0,0,0,167750,0,0,0,0,0
AU00017,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,258250.82,0,0,0,0,0,0,258250.82
AU00019,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,255226.08,0,0,0,0,0,0,255226.08
AU00021,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,191276.05,0,0,0,0,0,0,191276.05,0
AU00023,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4355350.93,0,0,0,0,0,0,4355350.93,0,0
AU00024,25,1,150,150,0,0,0,0,0,1,0,0,0,0,5416700.23,0,0,0,0,0,0,5416700.23,0,0,0,0,0,0
AU00025,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,173365.86,0,0,0,0,0,0,173365.86,0,0
AU00027,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,162050.94,0,0,0,0,0,0,162050.94,0,0,0
AU00029,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,6375.73,0,0,0,0,0,0,6375.73,0,0,0
AU00030,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,157701.1,0,0,0,0,0,0,157701.1,0,0,0
AU00034,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,137750.59,0,0,0,0,0,0,137750.59,0,0,0
AU00039,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,5401.08,0,0,0,0,0,0,5401.08,0,0,0
AU00040,1,1,20,20,0,1,0,0,0,0,0,0,0,0,216681.29,0,0,0,0,0,0,216681.29,0,0,0,0,0,0
AU00045,1,2,40,20,0,2,0,0,0,0,0,0,0,0,0,6773.22,0,6139.89,0,0,0,0,6773.22,0,6139.89,0,0,0
AU00046,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,251525.88,0,0,0,0,0,0,251525.88
AU00051,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,173351.06,0,0,0,0,0,0,173351.06,0,0,0,0,0
AU00052,1,1,20,20,0,1,0,0,0,0,0,0,0,0,216705.49,0,0,0,0,0,0,216705.49,0,0,0,0,0,0
AU00055,25,2,300,150,0,0,0,0,0,2,0,0,0,0,0,0,0,148150.34,0,179701.08,0,0,0,0,148150.34,0,179701.08,0
AU00057,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,6222.63,0,0,0,0,0,0,6222.63,0,0,0
AU00058,25,1,150,150,0,0,0,0,0,1,0,0,0,0,5416875.34,0,0,0,0,0,0,5416875.34,0,0,0,0,0,0
AU00059,13,2,170,85,0,1,0,0,0,1,0,0,0,0,5417625.34,0,0,0,0,0,10166.93,5417625.34,0,0,0,0,0,10166.93
AU00060,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,6764.76,0,0,0,0,0,0,6764.76,0,0,0,0,0
AU00061,1,1,20,20,0,1,0,0,0,0,0,0,0,0,216705.03,0,0,0,0,0,0,216705.03,0,0,0,0,0,0
AU00062,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,6409.02,0,0,0,0,0,0,6409.02,0,0,0
AU00067,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,169575.07,0,0,0,0,0,0,169575.07,0,0,0,0,0
AU00068,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,6633.03,0,0,0,0,0,0,6633.03,0,0,0
AU00069,1,3,60,20,0,3,0,0,0,0,0,0,0,0,0,6967.66,119368.02,0,173680.99,0,0,0,6967.66,119368.02,0,173680.99,0,0
AU00070,25,2,300,150,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,167451.06,258025.74,0,0,0,0,0,167451.06,258025.74
AU00072,13,2,170,85,0,1,0,0,0,1,0,0,0,0,216688.09,171650.31,0,0,0,0,0,216688.09,171650.31,0,0,0,0,0
AU00074,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,119258.46,0,0,0,0,0,0,119258.46,0,0,0,0
AU00077,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,140875.3,0,0,0,0,0,0,140875.3,0,0,0
AU00081,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,173886.58,0,0,0,0,0,0,173886.58,0,0
AU00084,13,2,170,85,0,1,0,0,0,1,0,0,0,0,216697.6,0,0,0,0,177325.98,0,216697.6,0,0,0,0,177325.98,0
AU00085,25,2,300,150,0,0,0,0,0,2,0,0,0,0,0,0,0,151700.16,4347175.89,0,0,0,0,0,151700.16,4347175.89,0,0
AU00089,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,6087.75,0,0,0,0,0,0,6087.75,0,0,0
AU00090,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7282.5,0,0,0,0,0,0,7282.5,0
AU00094,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,6684.16,0,0,0,0,0,0,6684.16,0,0,0,0,0
AU00096,13,2,170,85,0,1,0,0,0,1,0,0,0,0,0,0,119311.96,0,0,187350.38,0,0,0,119311.96,0,0,187350.38,0
AU00098,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,152750.73,0,0,0,0,0,0,152750.73,0,0,0
AU00099,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6820.25,0,0,0,0,0,0,6820.25,0
AU00102,25,2,300,150,0,0,0,0,0,2,0,0,0,0,0,0,0,134325.01,4363475.57,0,0,0,0,0,134325.01,4363475.57,0,0
AU00105,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,119389.51,0,0,0,0,0,0,119389.51,0,0,0,0
AU00108,13,2,170,85,0,1,0,0,0,1,0,0,0,0,5416900.14,0,0,0,0,7332.03,0,5416900.14,0,0,0,0,7332.03,0
AU00110,1,2,40,20,0,2,0,0,0,0,0,0,0,0,0,0,0,5303.35,0,7192.25,0,0,0,0,5303.35,0,7192.25,0
AU00112,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,194700.45,0,0,0,0,0,0,194700.45,0
AU00113,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,151850.88,0,0,0,0,0,0,151850.88,0,0,0
AU00115,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,138200.91,0,0,0,0,0,0,138200.91,0,0,0
AU00117,25,2,300,150,0,0,0,0,0,2,0,0,0,0,0,0,2978800.27,0,0,169725.79,0,0,0,2978800.27,0,0,169725.79,0
AU00118,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,174516.31,0,0,0,0,0,0,174516.31,0,0
AU00124,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,172125.62,0,0,0,0,0,0,172125.62,0,0,0,0,0
AU00125,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10231.87,0,0,0,0,0,0,10231.87
AU00127,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10068.62,0,0,0,0,0,0,10068.62
AU00131,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,168175.27,0,0,0,0,0,0,168175.27,0,0,0,0,0
AU00133,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,6687.05,0,0,0,0,0,0,6687.05,0,0,0,0,0
AU00138,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,174465.08,0,0,0,0,0,0,174465.08,0,0
AU00143,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,119801.81,0,0,0,0,0,0,119801.81,0,0,0,0
AU00145,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,168075.32,0,0,0,0,0,0,168075.32,0,0,0,0,0
AU00146,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7024.98,0,0,0,0,0,0,7024.98,0
AU00149,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,174264.12,0,0,0,0,0,0,174264.12,0,0
AU00153,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,6369.41,0,0,0,0,0,0,6369.41,0,0,0
AU00154,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,119489.41,0,0,0,0,0,0,119489.41,0,0,0,0
AU00157,25,2,300,150,0,0,0,0,0,2,0,0,0,0,0,0,2988450.09,0,0,0,256075.19,0,0,2988450.09,0,0,0,256075.19
AU00159,13,2,170,85,0,1,0,0,0,1,0,0,0,0,216694.17,0,0,0,0,0,261026.01,216694.17,0,0,0,0,0,261026.01
AU00160,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,2994975.73,0,0,0,0,0,0,2994975.73,0,0,0,0
AU00164,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,119484.13,0,0,0,0,0,0,119484.13,0,0,0,0
AU00165,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4344901.09,0,0,0,0,0,0,4344901.09,0,0
AU00167,13,2,170,85,0,1,0,0,0,1,0,0,0,0,0,0,0,160811.2,0,0,0,0,0,0,80405.6,0,0,0
AU00168,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,142250.03,0,0,0,0,0,0,142250.03,0,0,0
AU00170,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,173476.09,0,0,0,0,0,0,173476.09,0,0,0,0,0
AU00171,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10188.96,0,0,0,0,0,0,10188.96
AU00172,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,174518.5,0,0,0,0,0,0,174518.5,0,0
AU00176,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,250975.02,0,0,0,0,0,0,250975.02
AU00177,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,133375.77,0,0,0,0,0,0,133375.77,0,0,0
AU00178,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,119618.12,0,0,0,0,0,0,119618.12,0,0,0,0
AU00183,1,1,20,20,0,1,0,0,0,0,0,0,0,0,216699.41,0,0,0,0,0,0,216699.41,0,0,0,0,0,0
AU00185,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,259125.06,0,0,0,0,0,0,259125.06
AU00187,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7072.14,0,0,0,0,0,0,7072.14,0
AU00192,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,173425.73,0,0,0,0,0,0,173425.73,0,0
AU00193,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,181750.89,0,0,0,0,0,0,181750.89,0
AU00194,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,6966.01,0,0,0,0,0,0,6966.01,0,0,0,0,0
AU00195,9,3,190,63.33333333,0,2,0,0,0,1,0,0,0,0,216677.05,169225.88,0,0,173472.01,0,0,216677.05,169225.88,0,0,173472.01,0,0
AU00196,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,174155.05,0,0,0,0,0,0,174155.05,0,0
AU00201,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,2990625.35,0,0,0,0,0,0,2990625.35,0,0,0,0
AU00202,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,5338.13,0,0,0,0,0,0,5338.13,0,0,0
AU00206,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4341275.16,0,0,0,0,0,0,4341275.16,0,0
AU00208,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7176.52,0,0,0,0,0,0,7176.52,0
AU00209,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,253425.13,0,0,0,0,0,0,253425.13
AU00215,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,5773.59,0,0,0,0,0,0,5773.59,0,0,0
AU00217,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10028.37,0,0,0,0,0,0,10028.37
AU00218,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,149826.08,0,0,0,0,0,0,149826.08,0,0,0
AU00219,25,1,150,150,0,0,0,0,0,1,0,0,0,0,5417275.58,0,0,0,0,0,0,5417275.58,0,0,0,0,0,0
AU00220,13,2,170,85,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,262520.08,0,0,0,0,0,0,131260.04
AU00224,9,3,190,63.33333333,0,2,0,0,0,1,0,0,0,0,0,0,2984975.54,0,174075.83,7734.35,0,0,0,2984975.54,0,174075.83,7734.35,0
AU00231,25,1,150,150,0,0,0,0,0,1,0,0,0,0,5417600.19,0,0,0,0,0,0,5417600.19,0,0,0,0,0,0
AU00232,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,173608.23,0,0,0,0,0,0,173608.23,0,0
AU00235,17,3,320,106.6666667,0,1,0,0,0,2,0,0,0,0,0,0,119177.95,0,4337000.4,0,259825.53,0,0,119177.95,0,4337000.4,0,259825.53
AU00238,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,119608.05,0,0,0,0,0,0,119608.05,0,0,0,0
AU00241,25,1,150,150,0,0,0,0,0,1,0,0,0,0,5417575.34,0,0,0,0,0,0,5417575.34,0,0,0,0,0,0
AU00243,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,193875.01,0,0,0,0,0,0,193875.01,0
AU00245,25,1,150,150,0,0,0,0,0,1,0,0,0,0,5417350.87,0,0,0,0,0,0,5417350.87,0,0,0,0,0,0
AU00249,1,1,20,20,0,1,0,0,0,0,0,0,0,0,216692.55,0,0,0,0,0,0,216692.55,0,0,0,0,0,0
AU00250,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,5808.47,0,0,0,0,0,0,5808.47,0,0,0
AU00253,13,2,170,85,0,1,0,0,0,1,0,0,0,0,5416950.63,0,0,6080.77,0,0,0,5416950.63,0,0,6080.77,0,0,0
AU00256,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,2998425.62,0,0,0,0,0,0,2998425.62,0,0,0,0
AU00257,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,6953.86,0,0,0,0,0,0,6953.86,0,0,0,0,0
AU00259,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,5658.62,0,0,0,0,0,0,5658.62,0,0,0
AU00261,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6952.22,0,0,0,0,0,0,6952.22,0
AU00262,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,2994275.8,0,0,0,0,0,0,2994275.8,0,0,0,0
AU00266,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,2994525.94,0,0,0,0,0,0,2994525.94,0,0,0,0
AU00267,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,173990.99,0,0,0,0,0,0,173990.99,0,0
AU00269,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,169025.72,0,0,0,0,0,0,169025.72,0
AU00273,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,164500.15,0,0,0,0,0,0,164500.15,0,0,0
AU00275,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4357550.73,0,0,0,0,0,0,4357550.73,0,0
AU00276,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,173756.09,0,0,0,0,0,0,173756.09,0,0
AU00277,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4364750.88,0,0,0,0,0,0,4364750.88,0,0
AU00278,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,174650.77,0,0,0,0,0,0,174650.77,0,0
AU00279,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7151.55,0,0,0,0,0,0,7151.55,0
AU00281,1,1,20,20,0,1,0,0,0,0,0,0,0,0,216687.02,0,0,0,0,0,0,216687.02,0,0,0,0,0,0
AU00282,17,3,320,106.6666667,0,1,0,0,0,2,0,0,0,0,0,6745.08,2998275.2,0,4343350.09,0,0,0,6745.08,2998275.2,0,4343350.09,0,0
AU00283,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,6734.41,0,0,0,0,0,0,6734.41,0,0,0,0,0
AU00286,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,6350.1,0,0,0,0,0,0,6350.1,0,0,0
AU00290,25,1,150,150,0,0,0,0,0,1,0,0,0,0,5416975.46,0,0,0,0,0,0,5416975.46,0,0,0,0,0,0
AU00291,25,1,150,150,0,0,0,0,0,1,0,0,0,0,5417050.64,0,0,0,0,0,0,5417050.64,0,0,0,0,0,0
AU00292,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,174661.65,0,0,0,0,0,0,174661.65,0,0
AU00293,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10113.86,0,0,0,0,0,0,10113.86
AU00301,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,5932.05,0,0,0,0,0,0,5932.05,0,0,0
AU00303,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,171825.7,0,0,0,0,0,0,171825.7,0
AU00309,1,2,40,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,174501.7,7649.5,0,0,0,0,0,174501.7,7649.5,0
AU00312,1,2,40,20,0,2,0,0,0,0,0,0,0,0,216687.08,0,119903.5,0,0,0,0,216687.08,0,119903.5,0,0,0,0
AU00314,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,141800.64,0,0,0,0,0,0,141800.64,0,0,0
AU00315,9,3,190,63.33333333,0,2,0,0,0,1,0,0,0,0,5634120.39,0,119405.31,0,0,0,0,2817060.195,0,119405.31,0,0,0,0
AU00316,13,2,170,85,0,1,0,0,0,1,0,0,0,0,0,0,2991925.94,0,0,0,10215.13,0,0,2991925.94,0,0,0,10215.13
AU00317,1,1,20,20,0,1,0,0,0,0,0,0,0,0,216671.5,0,0,0,0,0,0,216671.5,0,0,0,0,0,0
AU00319,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,261225.59,0,0,0,0,0,0,261225.59
AU00320,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,5947.46,0,0,0,0,0,0,5947.46,0,0,0
AU00323,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4355700.64,0,0,0,0,0,0,4355700.64,0,0
AU00328,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7257.82,0,0,0,0,0,0,7257.82,0
AU00329,1,1,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,6319.33,0,0,0,0,0,0,6319.33,0,0,0
AU00330,25,1,150,150,0,0,0,0,0,1,0,0,0,0,0,0,0,151675.77,0,0,0,0,0,0,151675.77,0,0,0
